premise,hypothesis,trigger,trigger1,trigger2,presupposition,gold_label,UID,pairID,paradigmID,section
Were all eight skateboards that hadn't annoyed Amelia astounding Christina?,There aren't exactly eight skateboards that hadn't annoyed Amelia.,interrogative,Not_In_Example,Not_In_Example,negated,2,all_n_presupposition,140c,7,presupposition_all_n_presupposition
Were all eight skateboards that hadn't annoyed Amelia astounding Christina?,There are exactly eight books that hadn't annoyed Amelia.,interrogative,Not_In_Example,Not_In_Example,neutral,1,all_n_presupposition,141n,7,presupposition_all_n_presupposition
All eight skateboards that hadn't annoyed Amelia might have been astounding Christina.,There are exactly eight skateboards that hadn't annoyed Amelia.,modal,Not_In_Example,Not_In_Example,positive,0,all_n_presupposition,142e,7,presupposition_all_n_presupposition
All eight skateboards that hadn't annoyed Amelia might have been astounding Christina.,There aren't exactly eight skateboards that hadn't annoyed Amelia.,modal,Not_In_Example,Not_In_Example,negated,2,all_n_presupposition,143c,7,presupposition_all_n_presupposition
All eight skateboards that hadn't annoyed Amelia might have been astounding Christina.,There are exactly eight books that hadn't annoyed Amelia.,modal,Not_In_Example,Not_In_Example,neutral,1,all_n_presupposition,144n,7,presupposition_all_n_presupposition
"If all eight skateboards that hadn't annoyed Amelia were astounding Christina, it's okay.",There are exactly eight skateboards that hadn't annoyed Amelia.,conditional,Not_In_Example,Not_In_Example,positive,0,all_n_presupposition,145e,7,presupposition_all_n_presupposition
"If all eight skateboards that hadn't annoyed Amelia were astounding Christina, it's okay.",There aren't exactly eight skateboards that hadn't annoyed Amelia.,conditional,Not_In_Example,Not_In_Example,negated,2,all_n_presupposition,146c,7,presupposition_all_n_presupposition
"If all eight skateboards that hadn't annoyed Amelia were astounding Christina, it's okay.",There are exactly eight books that hadn't annoyed Amelia.,conditional,Not_In_Example,Not_In_Example,neutral,1,all_n_presupposition,147n,7,presupposition_all_n_presupposition
All eight skateboards that hadn't annoyed Amelia weren't astounding Christina.,All eight skateboards that hadn't annoyed Amelia were astounding Christina.,Not_In_Example,negated,unembedded,Not_In_Example,2,all_n_presupposition,148c,7,presupposition_all_n_presupposition
Were all eight skateboards that hadn't annoyed Amelia astounding Christina?,All eight skateboards that hadn't annoyed Amelia were astounding Christina.,Not_In_Example,interrogative,unembedded,Not_In_Example,1,all_n_presupposition,149n,7,presupposition_all_n_presupposition
All eight skateboards that hadn't annoyed Amelia might have been astounding Christina.,All eight skateboards that hadn't annoyed Amelia were astounding Christina.,Not_In_Example,modal,unembedded,Not_In_Example,1,all_n_presupposition,150n,7,presupposition_all_n_presupposition
"If all eight skateboards that hadn't annoyed Amelia were astounding Christina, it's okay.",All eight skateboards that hadn't annoyed Amelia were astounding Christina.,Not_In_Example,conditional,unembedded,Not_In_Example,1,all_n_presupposition,151n,7,presupposition_all_n_presupposition
All four waiters that were boring Paul have telephoned.,There are exactly four waiters that were boring Paul.,unembedded,Not_In_Example,Not_In_Example,positive,0,all_n_presupposition,152e,8,presupposition_all_n_presupposition
All four waiters that were boring Paul have telephoned.,There aren't exactly four waiters that were boring Paul.,unembedded,Not_In_Example,Not_In_Example,negated,2,all_n_presupposition,153c,8,presupposition_all_n_presupposition
All four waiters that were boring Paul have telephoned.,There are exactly four pedestrians that were boring Paul.,unembedded,Not_In_Example,Not_In_Example,neutral,1,all_n_presupposition,154n,8,presupposition_all_n_presupposition
All four waiters that were boring Paul haven't telephoned.,There are exactly four waiters that were boring Paul.,negated,Not_In_Example,Not_In_Example,positive,0,all_n_presupposition,155e,8,presupposition_all_n_presupposition
All four waiters that were boring Paul haven't telephoned.,There aren't exactly four waiters that were boring Paul.,negated,Not_In_Example,Not_In_Example,negated,2,all_n_presupposition,156c,8,presupposition_all_n_presupposition
All four waiters that were boring Paul haven't telephoned.,There are exactly four pedestrians that were boring Paul.,negated,Not_In_Example,Not_In_Example,neutral,1,all_n_presupposition,157n,8,presupposition_all_n_presupposition
Have all four waiters that were boring Paul telephoned?,There are exactly four waiters that were boring Paul.,interrogative,Not_In_Example,Not_In_Example,positive,0,all_n_presupposition,158e,8,presupposition_all_n_presupposition
Have all four waiters that were boring Paul telephoned?,There aren't exactly four waiters that were boring Paul.,interrogative,Not_In_Example,Not_In_Example,negated,2,all_n_presupposition,159c,8,presupposition_all_n_presupposition
Have all four waiters that were boring Paul telephoned?,There are exactly four pedestrians that were boring Paul.,interrogative,Not_In_Example,Not_In_Example,neutral,1,all_n_presupposition,160n,8,presupposition_all_n_presupposition
All four waiters that were boring Paul might have telephoned.,There are exactly four waiters that were boring Paul.,modal,Not_In_Example,Not_In_Example,positive,0,all_n_presupposition,161e,8,presupposition_all_n_presupposition
All four waiters that were boring Paul might have telephoned.,There aren't exactly four waiters that were boring Paul.,modal,Not_In_Example,Not_In_Example,negated,2,all_n_presupposition,162c,8,presupposition_all_n_presupposition
All four waiters that were boring Paul might have telephoned.,There are exactly four pedestrians that were boring Paul.,modal,Not_In_Example,Not_In_Example,neutral,1,all_n_presupposition,163n,8,presupposition_all_n_presupposition
"If all four waiters that were boring Paul have telephoned, it's okay.",There are exactly four waiters that were boring Paul.,conditional,Not_In_Example,Not_In_Example,positive,0,all_n_presupposition,164e,8,presupposition_all_n_presupposition
"If all four waiters that were boring Paul have telephoned, it's okay.",There aren't exactly four waiters that were boring Paul.,conditional,Not_In_Example,Not_In_Example,negated,2,all_n_presupposition,165c,8,presupposition_all_n_presupposition
"If all four waiters that were boring Paul have telephoned, it's okay.",There are exactly four pedestrians that were boring Paul.,conditional,Not_In_Example,Not_In_Example,neutral,1,all_n_presupposition,166n,8,presupposition_all_n_presupposition
All four waiters that were boring Paul haven't telephoned.,All four waiters that were boring Paul have telephoned.,Not_In_Example,negated,unembedded,Not_In_Example,2,all_n_presupposition,167c,8,presupposition_all_n_presupposition
Have all four waiters that were boring Paul telephoned?,All four waiters that were boring Paul have telephoned.,Not_In_Example,interrogative,unembedded,Not_In_Example,1,all_n_presupposition,168n,8,presupposition_all_n_presupposition
All four waiters that were boring Paul might have telephoned.,All four waiters that were boring Paul have telephoned.,Not_In_Example,modal,unembedded,Not_In_Example,1,all_n_presupposition,169n,8,presupposition_all_n_presupposition
"If all four waiters that were boring Paul have telephoned, it's okay.",All four waiters that were boring Paul have telephoned.,Not_In_Example,conditional,unembedded,Not_In_Example,1,all_n_presupposition,170n,8,presupposition_all_n_presupposition
The ten women that talk did implore Pamela to bore Kenneth.,There are exactly ten women that talk.,unembedded,Not_In_Example,Not_In_Example,positive,0,all_n_presupposition,171e,9,presupposition_all_n_presupposition
The ten women that talk did implore Pamela to bore Kenneth.,There aren't exactly ten women that talk.,unembedded,Not_In_Example,Not_In_Example,negated,2,all_n_presupposition,172c,9,presupposition_all_n_presupposition
The ten women that talk did implore Pamela to bore Kenneth.,There are exactly ten committees that talk.,unembedded,Not_In_Example,Not_In_Example,neutral,1,all_n_presupposition,173n,9,presupposition_all_n_presupposition
The ten women that talk didn't implore Pamela to bore Kenneth.,There are exactly ten women that talk.,negated,Not_In_Example,Not_In_Example,positive,0,all_n_presupposition,174e,9,presupposition_all_n_presupposition
The ten women that talk didn't implore Pamela to bore Kenneth.,There aren't exactly ten women that talk.,negated,Not_In_Example,Not_In_Example,negated,2,all_n_presupposition,175c,9,presupposition_all_n_presupposition
The ten women that talk didn't implore Pamela to bore Kenneth.,There are exactly ten committees that talk.,negated,Not_In_Example,Not_In_Example,neutral,1,all_n_presupposition,176n,9,presupposition_all_n_presupposition
Did the ten women that talk implore Pamela to bore Kenneth?,There are exactly ten women that talk.,interrogative,Not_In_Example,Not_In_Example,positive,0,all_n_presupposition,177e,9,presupposition_all_n_presupposition
Did the ten women that talk implore Pamela to bore Kenneth?,There aren't exactly ten women that talk.,interrogative,Not_In_Example,Not_In_Example,negated,2,all_n_presupposition,178c,9,presupposition_all_n_presupposition
Did the ten women that talk implore Pamela to bore Kenneth?,There are exactly ten committees that talk.,interrogative,Not_In_Example,Not_In_Example,neutral,1,all_n_presupposition,179n,9,presupposition_all_n_presupposition
The ten women that talk might have implored Pamela to bore Kenneth.,There are exactly ten women that talk.,modal,Not_In_Example,Not_In_Example,positive,0,all_n_presupposition,180e,9,presupposition_all_n_presupposition
The ten women that talk might have implored Pamela to bore Kenneth.,There aren't exactly ten women that talk.,modal,Not_In_Example,Not_In_Example,negated,2,all_n_presupposition,181c,9,presupposition_all_n_presupposition
The ten women that talk might have implored Pamela to bore Kenneth.,There are exactly ten committees that talk.,modal,Not_In_Example,Not_In_Example,neutral,1,all_n_presupposition,182n,9,presupposition_all_n_presupposition
